state,year,children,work,finc,ed
47,1992,0,1,5376.6928011,10
47,1992,2,1,17809.436921,11
47,1992,4,1,12583.749109,10
47,1992,1,0,0,9
47,1992,1,1,8488.3107627,11
47,1992,0,0,31139.059159,9
47,1992,0,1,13172.897363,11
47,1992,3,1,3836.8995011,11
51,1992,1,1,58378.300071,10
51,1992,0,1,20613.325018,10
51,1992,1,1,7092.6585887,11
51,1992,0,1,19447.612259,10
51,1992,0,1,22879.543835,11
51,1992,1,0,8497.4625802,11
51,1992,0,0,0,3
51,1992,2,1,13728.870278,10
51,1992,0,1,13681.967213,9
51,1992,1,1,42613.150392,10
51,1992,0,0,9897.6906629,11
51,1992,0,1,22879.543835,9
51,1992,0,1,17859.771917,11
51,1992,1,0,3706.4861012,11
51,1992,1,0,5669.5509622,3
51,1992,1,1,34917.615823,11
51,1992,1,1,15672.487527,9
51,1992,1,1,16015.680684,10
51,1992,0,1,15546.650036,10
51,1992,3,1,10663.011404,11
52,1992,1,0,0,11
52,1992,0,0,2114.0698503,11
52,1992,0,0,0,9
52,1992,4,0,8745.7056308,7
52,1992,0,1,13681.967213,11
52,1992,2,1,5948.681397,11
52,1992,1,0,2573.9486814,7
52,1992,1,0,4398.5923022,7
52,1992,0,1,10524.590164,3
52,1992,0,1,3580.6486101,11
52,1992,4,0,3129.9215966,10
52,1992,3,0,6067.6550249,9
52,1992,2,0,5175.3528154,10
52,1992,1,1,3156.233072,11
52,1992,5,0,7323.7419815,11
53,1992,1,0,915.18175339,11
53,1992,0,1,68391.532431,11
53,1992,0,1,15214.89665,11
53,1992,1,0,4737.209551,11
53,1992,6,0,7531.9458304,11
53,1992,0,1,17159.657876,11
53,1992,0,1,19447.612259,11
53,1992,1,1,12361.817534,9
53,1992,3,0,4908.8061297,11
53,1992,2,0,3431.9315752,10
53,1992,0,1,26311.47541,11
53,1992,2,0,5521.9779045,10
53,1992,0,0,22197.733428,11
53,1992,0,1,17159.657876,10
53,1992,1,0,5147.8973628,0
53,1992,2,1,915.18175339,11
53,1992,1,1,27517.22737,11
53,1992,1,1,6291.8745545,10
53,1992,0,1,5719.8859587,3
53,1992,0,0,24421.625089,11
53,1992,4,0,5548.2893799,10
53,1992,0,1,24421.625089,9
53,1992,2,1,17159.657876,11
53,1992,0,0,3088.7384177,10
53,1992,2,1,20318.178902,11
53,1992,2,0,2402.3521026,11
53,1992,1,0,1887.5623664,7
53,1992,2,0,4406.6001426,9
53,1992,0,1,16587.66928,10
53,1992,0,1,13727.726301,10
53,1992,1,1,10066.999287,10
53,1992,2,0,5614.640057,11
53,1992,0,1,17640.128297,0
53,1992,2,1,3981.0406272,11
53,1992,0,1,100536.14754,11
53,1992,0,1,20591.589451,11
53,1992,0,1,24843.752673,11
53,1992,1,0,0,11
53,1992,1,0,5321.7818959,7
53,1992,1,0,2974.3406985,9
53,1992,0,0,4347.1133286,10
53,1992,0,0,7435.8517463,7
53,1992,0,0,15123.378475,10
53,1992,4,1,3431.9315752,0
53,1992,2,1,4575.9087669,11
53,1992,5,0,9279.9429793,11
54,1992,0,0,0,9
54,1992,3,1,3435.3635068,11
54,1992,1,1,16175.837491,10
54,1992,2,0,13589.305061,9
54,1992,1,0,2266.2188168,7
54,1992,0,1,39422.598004,9
54,1992,3,1,16531.614398,10
54,1992,0,1,9767.277263,9
54,1992,0,0,3648.1432644,9
54,1992,0,1,20362.794013,11
54,1992,0,1,20362.794013,7
54,1992,0,1,13059.643621,10
54,1992,5,0,4694.8823949,11
54,1992,0,1,10410.192445,11
54,1992,1,1,16587.66928,10
54,1992,0,1,11439.771917,7
54,1992,2,1,10044.119743,11
54,1992,3,0,9485.8588738,9
54,1992,0,1,9767.277263,9
54,1992,0,0,14765.313614,3
54,1992,0,0,5206.2401996,7
54,1992,2,1,5051.8032787,11
55,1992,3,1,13270.135424,10
55,1992,3,0,3857.4910905,11
55,1992,1,1,3104.7540984,7
55,1992,1,0,2759.2729865,11
55,1992,0,0,14386.657163,11
55,1992,2,0,3418.2038489,11
55,1992,0,0,27199.201711,9
55,1992,2,1,15435.684248,9
55,1992,1,0,6188.9166073,9
55,1992,2,0,3418.2038489,7
55,1992,0,1,56239.062723,10
55,1992,0,1,17.159657876,7
55,1992,3,0,25201.817534,11
55,1992,1,0,22471.143977,9
55,1992,3,0,3431.9315752,9
55,1992,0,1,11636.535994,7
55,1992,0,0,3431.9315752,11
55,1992,0,1,14843.104063,11
55,1992,0,0,0,7
55,1992,1,0,52622.95082,0
55,1992,0,0,0,11
55,1992,1,0,17214.568781,10
55,1992,1,1,11158.353528,9
55,1992,2,0,3431.9315752,11
55,1992,2,1,3898.6742694,10
55,1992,0,0,16516.742694,9
55,1992,3,0,9380.6129722,10
55,1992,3,0,1450.5630791,11
55,1992,0,0,228.79543835,7
55,1992,0,0,0,9
56,1992,2,1,13105.402708,11
56,1992,0,1,15443.692088,11
56,1992,0,1,48447.43407,10
56,1992,0,1,48275.837491,11
56,1992,3,1,5719.8859587,11
56,1992,0,0,12478.503207,10
56,1992,0,0,0,7
56,1992,2,0,6210.6521739,7
56,1992,1,0,3377.02067,9
56,1992,1,1,11439.771917,11
56,1992,0,1,29217.177477,10
56,1992,2,1,13498.930862,11
56,1992,0,1,8701.0905203,10
56,1992,0,0,2114.0698503,9
56,1992,3,1,13270.135424,10
56,1992,0,1,35051.461155,9
56,1992,2,1,38438.777619,10
56,1992,1,0,4804.7042053,10
56,1992,0,1,48047.042053,11
56,1992,1,1,14642.908054,10
56,1992,0,1,11725.766215,10
56,1992,0,0,16473.271561,9
56,1992,0,1,13553.841768,10
56,1992,1,1,15373.90948,10
56,1992,1,0,0,10
56,1992,0,0,9673.4711333,7
56,1992,0,1,14986.101212,11
56,1992,0,1,16015.680684,7
56,1992,3,1,6863.8631504,9
56,1992,0,0,8268.6671418,7
56,1992,2,1,7779.0449038,9
56,1992,1,0,4612.5160371,9
56,1992,2,0,7771.0370634,10
56,1992,0,1,10295.794726,7
56,1992,1,1,18537.006415,10
56,1992,6,0,16754.68995,11
56,1992,3,0,4077.1347113,11
56,1992,0,1,16432.088382,9
56,1992,3,1,6291.8745545,11
56,1992,0,1,38906.664291,11
56,1992,0,1,26393.841768,7
56,1992,1,0,4653.699216,9
56,1992,1,0,11438.62794,7
56,1992,1,1,5376.6928011,11
56,1992,1,1,13537.826087,11
56,1992,0,0,11641.111903,9
56,1992,0,1,130488.90235,10
56,1992,2,0,3843.7633642,10
56,1992,1,0,3239.743407,11
56,1992,0,1,25281.895937,7
56,1992,5,0,16274.21953,11
56,1992,2,0,3713.3499644,10
56,1992,3,0,10030.392017,10
56,1992,0,1,11622.808268,7
56,1992,5,0,8662.1952958,9
56,1992,3,1,23108.339273,11
56,1992,2,0,8236.6357805,9
56,1992,1,0,4077.1347113,11
56,1992,0,1,6863.8631504,11
56,1992,2,0,4008.4960798,10
56,1992,0,0,5376.6928011,7
56,1992,0,1,257.39486814,7
56,1992,4,1,13727.726301,11
56,1992,0,1,65388.592302,11
56,1992,0,0,14185.317177,10
56,1992,0,1,29995.081967,11
56,1992,1,1,21038.884533,9
56,1992,0,1,16244.476123,7
56,1992,0,1,14070.919458,9
56,1992,1,1,3752.2451889,3
56,1992,1,0,0,11
56,1992,3,1,14240.228083,7
56,1992,1,0,3239.743407,9
56,1992,1,1,4761.233072,11
56,1992,0,1,16702.066999,3
56,1992,3,1,3859.7790449,10
56,1992,2,0,4063.406985,10
56,1992,0,1,29743.406985,9
56,1992,0,1,28256.236636,11
56,1992,1,0,14871.703493,10
56,1992,1,0,12698.146828,7
56,1992,2,1,12011.760513,11
56,1992,2,0,22139.390592,11
56,1992,1,1,13727.726301,11
56,1992,1,1,5273.7348539,9
56,1992,0,1,10214.572345,9
56,1992,0,0,19385.837491,9
56,1992,1,0,3697.3342837,10
56,1992,0,0,29995.081967,7
56,1992,0,0,8391.0727014,0
56,1992,0,1,4575.9087669,9
56,1992,1,1,11673.143264,11
56,1992,0,1,6204.932288,0
56,1992,1,0,2745.5452602,9
56,1992,5,0,0,7
56,1992,0,1,25200.673557,7
57,1992,0,1,14871.703493,10
57,1992,0,1,37270.776907,7
57,1992,0,0,5789.6685674,7
57,1992,0,0,26311.47541,11
57,1992,0,0,0,9
57,1992,1,1,9998.3606557,11
57,1992,3,0,4996.8923735,7
57,1992,0,0,85951.582324,11
57,1992,1,0,2587.6764077,9
57,1992,2,0,3283.2145403,3
57,1992,1,0,14029.736279,7
57,1992,0,1,31459.372773,11
57,1992,0,1,55894.725588,7
57,1992,0,1,6598.4604419,10
57,1992,3,0,2196.4362081,10
57,1992,0,1,27598.449751,10
57,1992,2,1,79064.839629,11
57,1992,0,1,14688.667142,7
57,1992,0,1,11439.771917,11
57,1992,0,0,11439.771917,11
57,1992,2,0,75289.714897,0
57,1992,0,1,33947.523165,7
57,1992,1,0,5600.9123307,7
57,1992,1,0,2182.7084818,7
57,1992,0,0,2287.9543835,11
57,1992,4,1,10851.767641,7
57,1992,0,0,14910.598717,11
57,1992,1,1,20576.717748,9
57,1992,4,0,7829.3799002,7
57,1992,0,0,9265.0712758,3
57,1992,0,0,1146.2651461,7
57,1992,3,0,3294.6543122,10
57,1992,2,1,6147.7334284,7
57,1992,3,1,7396.9565217,11
57,1992,0,0,3628.6956522,3
57,1992,3,0,3459.3870278,7
57,1992,1,1,22897.84747,11
57,1992,3,1,30887.384177,10
57,1992,1,0,28839.665004,10
57,1992,3,0,4626.2437634,11
57,1992,1,0,0,11
57,1992,0,1,13727.726301,10
57,1992,1,0,0,7
57,1992,0,0,78502.002851,0
57,1992,2,0,6351.3613685,10
57,1992,0,0,26591.749822,7
57,1992,0,1,28669.212402,11
57,1992,1,0,457.59087669,11
58,1992,1,1,1304.1339986,7
58,1992,1,0,7975.8089808,10
58,1992,2,1,1391.0762651,11
58,1992,0,1,10030.392017,0
58,1992,1,0,8718.2501782,11
58,1992,0,0,5930.3777619,11
58,1992,0,1,31459.372773,11
58,1992,0,1,16930.862438,11
58,1992,0,0,6863.8631504,9
58,1992,0,1,17159.657876,7
58,1992,3,1,4575.9087669,10
58,1992,1,1,14098.374911,10
58,1992,0,0,5316.06201,10
58,1992,0,1,11439.771917,11
58,1992,2,0,0,7
58,1992,0,1,20559.55809,0
58,1992,2,1,114.39771917,9
58,1992,0,1,8579.828938,10
58,1992,2,0,16930.862438,11
58,1992,0,0,33199.362081,0
58,1992,0,1,57858.934426,10
58,1992,3,1,8007.8403421,11
58,1992,2,0,29011.261582,9
58,1992,5,0,5628.3677833,11
58,1992,1,1,9531.6179615,10
58,1992,0,1,16906.838917,7
58,1992,2,0,3569.2088382,10
58,1992,1,1,2676.9066287,7
58,1992,8,0,7920.8980756,11
58,1992,0,0,5198.2323592,10
59,1992,0,1,37929.707769,9
59,1992,2,1,7207.0563079,11
59,1992,0,1,77736.68211,11
59,1992,0,1,22614.141126,7
59,1992,0,1,4090.8624376,7
59,1992,1,1,19447.612259,10
59,1992,6,1,10354.137562,10
59,1992,0,1,9151.8175339,10
59,1992,1,1,4739.4975053,10
59,1992,1,1,875.14255167,10
59,1992,2,0,45561.179615,11
59,1992,0,1,24174.526016,9
59,1992,1,0,3322.1097648,3
59,1992,2,1,17191.689237,11
59,1992,2,0,2059.1589451,11
59,1992,1,1,12168.485388,11
59,1992,1,0,0,11
59,1992,2,0,0,11
59,1992,0,1,17388.453314,10
59,1992,3,1,10939.853885,11
59,1992,0,0,5491.0905203,11
59,1992,2,1,10176.821098,9
59,1992,1,1,12584.893086,3
59,1992,0,1,17013.228795,11
59,1992,0,0,0,9
59,1992,1,1,13093.962937,10
59,1992,1,1,30910.263721,11
59,1992,0,1,17871.211689,11
59,1992,3,1,4630.8196721,11
59,1992,0,0,35228.777619,11
59,1992,0,0,4482.1026372,9
59,1992,0,0,0,10
59,1992,2,1,14871.703493,10
59,1992,2,0,3610.3920171,10
59,1992,4,1,14642.908054,7
59,1992,2,1,8579.828938,11
59,1992,3,1,10625.260157,11
59,1992,0,1,49010.270848,11
59,1992,1,1,5372.1168924,10
59,1992,1,1,8923.0220955,7
59,1992,2,0,4159.5010691,11
59,1992,0,1,25167.498218,11
59,1992,0,1,38190.534569,7
59,1992,0,1,10076.151105,0
59,1992,0,1,22598.125445,10
59,1992,0,1,10524.590164,9
59,1992,0,1,5719.8859587,0
59,1992,0,0,1029.5794726,0
59,1992,0,1,11096.57876,9
59,1992,5,1,7943.7776194,10
59,1992,0,1,2059.1589451,11
59,1992,2,1,15063.891661,7
59,1992,0,0,38190.534569,7
59,1992,0,1,10009.800428,10
59,1992,2,1,14871.703493,3
59,1992,1,1,10181.397006,10
59,1992,0,1,18303.635068,11
59,1992,1,1,6863.8631504,10
59,1992,1,1,10227.156094,7
59,1992,1,1,479.32644334,9
59,1992,0,1,2022.551675,10
59,1992,0,0,12812.544547,7
59,1992,0,0,5243.9914469,7
59,1992,0,1,38190.534569,7
59,1992,3,0,4749.7933001,10
59,1992,0,1,58342.836778,10
59,1992,2,0,5437.3235923,11
59,1992,1,0,4763.5210264,11
59,1992,0,1,21011.429081,11
59,1992,3,0,6863.8631504,11
59,1992,3,1,39446.621525,0
59,1992,1,1,11897.362794,11
59,1992,3,0,7481.6108339,11
59,1992,0,1,6863.8631504,11
59,1992,3,0,4996.8923735,7
59,1992,1,1,14414.112616,11
59,1992,0,1,44643.709907,11
59,1992,2,1,2140.3813257,11
59,1992,0,0,5957.8332145,10
59,1992,0,0,8264.0912331,10
59,1992,0,0,12240.555952,9
59,1992,1,0,4420.3278689,11
59,1992,1,1,10634.411974,11
59,1992,1,1,13727.726301,10
59,1992,0,0,0,9
59,1992,0,1,22879.543835,10
59,1992,2,0,0,7
59,1992,0,0,4688.0185317,11
59,1992,0,0,160224.3015,9
59,1992,0,0,55319.305061,3
59,1992,0,1,35228.777619,10
59,1992,0,0,0,11
59,1992,0,0,34370.794726,10
59,1992,0,1,24023.521026,9
59,1992,0,0,12684.419102,7
59,1992,2,0,3212.2879544,9
59,1992,2,1,24160.798289,9
59,1992,6,0,0,0
59,1992,0,1,28599.429793,11
59,1992,4,1,2173.5566643,10
59,1992,4,1,6635.067712,9
59,1992,0,1,12348.089808,11
59,1992,0,1,9151.8175339,7
59,1992,1,1,23108.339273,10
59,1992,0,1,4539.3014968,7
59,1992,0,1,20226.660727,3
59,1992,0,1,7435.8517463,11
59,1992,3,0,4996.8923735,9
59,1992,0,0,32108.00784,10
59,1992,1,0,3308.3820385,11
59,1992,2,1,22861.2402,11
59,1992,2,0,34719.707769,9
59,1992,3,0,4749.7933001,10
59,1992,0,1,1715.9657876,11
59,1992,0,1,36655.317177,11
61,1992,3,1,22680.491803,11
61,1992,0,0,5044.9394155,10
61,1992,3,0,4617.0919458,10
61,1992,4,0,5147.8973628,11
61,1992,1,1,1372.7726301,11
61,1992,0,0,1011.2758375,7
61,1992,2,0,4189.2444761,7
61,1992,2,0,2379.4725588,9
61,1992,1,1,53721.168924,11
61,1992,1,0,3143.6493229,7
61,1992,0,0,5793.1004989,3
61,1992,0,0,13027.612259,7
61,1992,2,0,3129.9215966,10
61,1992,1,0,2690.634355,7
61,1992,0,1,3175.6806842,9
61,1992,1,0,11550.737705,7
61,1992,2,1,2807.3200285,9
61,1992,0,1,5719.8859587,11
61,1992,1,1,12135.31005,9
61,1992,0,0,6204.932288,7
61,1992,1,0,2576.2366358,10
61,1992,2,1,9723.8061297,7
61,1992,2,0,3129.9215966,10
61,1992,0,0,5440.7555239,9
62,1992,0,1,7435.8517463,11
62,1992,0,1,32066.824661,7
62,1992,2,0,9568.2252316,11
62,1992,0,0,9989.2088382,0
62,1992,1,0,1304.1339986,9
62,1992,0,0,0,7
62,1992,2,0,0,7
62,1992,1,0,1.1439771917,10
62,1992,3,1,6177.4768354,10
62,1992,0,0,22783.449751,3
62,1992,2,0,2859.9429793,11
62,1992,5,0,0,11
62,1992,0,0,16226.172488,11
62,1992,3,0,4475.2387741,10
62,1992,0,0,4935.1176051,9
62,1992,0,1,8579.828938,11
62,1992,1,0,1949.3371347,11
62,1992,1,1,11241.863863,10
62,1992,0,0,5861.7391304,11
62,1992,0,0,6770.0570207,11
62,1992,3,0,3102.466144,11
62,1992,0,0,53356.2402,9
62,1992,3,0,3088.7384177,9
62,1992,4,1,8065.0392017,11
62,1992,0,0,48113.39273,11
62,1992,1,0,1702.2380613,7
62,1992,5,0,4475.2387741,7
62,1992,0,1,12688.995011,10
62,1992,2,0,1944.7612259,11
62,1992,1,1,15758.285816,10
63,1992,0,0,25424.893086,11
63,1992,1,0,3672.1667855,9
63,1992,0,0,14927.758375,10
63,1992,3,1,4899.6543122,10
63,1992,1,1,1355.6129722,9
63,1992,0,1,18564.461867,11
63,1992,0,0,6532.1097648,9
63,1992,0,1,19184.497505,9
63,1992,2,1,1097.0741269,11
63,1992,0,1,10112.758375,10
63,1992,2,1,9435.5238774,11
63,1992,1,0,11462.651461,9
63,1992,1,1,6432.5837491,10
63,1992,0,1,23851.924448,11
63,1992,2,0,0,9
63,1992,0,0,6067.6550249,9
63,1992,2,1,7147.5694939,9
63,1992,1,1,17169.953671,11
63,1992,2,0,8190.8766928,3
64,1992,0,0,5783.9486814,10
64,1992,0,1,5719.8859587,11
64,1992,2,0,343.19315752,9
64,1992,2,1,4655.9871703,11
64,1992,2,1,7747.0135424,11
64,1992,3,1,13041.339986,11
64,1992,1,1,663.5067712,7
64,1992,0,0,0,10
64,1992,2,0,791.63221668,9
64,1992,0,0,9705.5024947,9
64,1992,3,1,13155.737705,11
64,1992,0,1,27913.043478,10
64,1992,2,1,6470.3349964,11
64,1992,4,1,5115.8660014,10
64,1992,3,0,3431.9315752,11
64,1992,0,1,29689.640057,11
64,1992,1,0,1647.3271561,11
64,1992,0,1,6863.8631504,10
64,1992,1,1,1138.2573058,11
64,1992,0,0,9705.5024947,7
64,1992,1,0,40496.792587,11
64,1992,0,0,14789.337135,0
64,1992,1,1,15741.126158,10
64,1992,0,1,30887.384177,10
64,1992,0,1,7138.4176764,11
64,1992,5,0,2965.188881,10
64,1992,3,0,9209.0163934,10
64,1992,0,0,0,11
64,1992,1,0,9151.8175339,11
64,1992,3,0,5818.2679971,10
64,1992,0,1,6863.8631504,9
64,1992,1,0,10126.486101,7
64,1992,1,1,6037.911618,7
64,1992,2,1,7001.1404134,9
64,1992,1,1,11439.771917,10
64,1992,3,1,7788.1967213,11
64,1992,0,0,0,10
64,1992,0,0,26094.119743,3
71,1992,2,1,8685.0748396,10
71,1992,1,0,6905.0463293,7
71,1992,0,0,20728.866714,0
71,1992,2,1,5660.3991447,11
71,1992,2,0,2773.0007128,11
71,1992,3,1,7207.0563079,10
71,1992,4,0,4841.3114754,11
71,1992,1,0,6822.6799715,11
71,1992,2,1,2859.9429793,9
71,1992,3,0,2800.4561654,11
71,1992,1,0,4475.2387741,11
71,1992,3,1,17041.828225,9
71,1992,2,1,13727.726301,10
71,1992,1,1,5089.554526,11
71,1992,2,1,12011.760513,11
71,1992,1,0,5660.3991447,7
71,1992,0,0,28243.652887,9
71,1992,0,0,6232.3877406,11
71,1992,0,1,25904.21953,10
72,1992,2,1,18303.635068,7
72,1992,0,1,24346.122594,11
72,1992,0,0,12386.985032,7
72,1992,2,1,2834.7754811,7
72,1992,2,0,1407.0919458,10
72,1992,0,0,4118.3178902,7
72,1992,3,0,2978.9166073,7
72,1992,1,1,2889.6863863,11
72,1992,9,0,6685.4027085,11
72,1992,1,0,0,10
72,1992,2,1,1084.4903778,9
72,1992,3,0,63327.145403,0
72,1992,1,0,30772.986458,11
72,1992,2,0,0,7
72,1992,0,0,0,7
72,1992,2,0,9252.4875267,11
72,1992,2,0,2608.2679971,11
72,1992,0,0,16671.179615,7
72,1992,2,1,8270.9550962,11
72,1992,3,0,1894.4262295,11
72,1992,0,0,1688.510335,9
72,1992,0,1,3331.2615823,11
72,1992,2,0,1194.3121882,9
72,1992,3,0,3212.2879544,11
72,1992,0,0,12386.985032,7
72,1992,0,0,5783.9486814,11
72,1992,1,0,20378.809694,9
72,1992,3,0,3000.6521739,11
72,1992,0,1,38815.146115,11
72,1992,1,0,1894.4262295,10
72,1992,0,0,24346.122594,9
72,1992,2,0,2608.2679971,11
72,1992,3,0,1688.510335,9
72,1992,0,0,12386.985032,9
72,1992,3,0,3269.486814,11
72,1992,0,0,2882.8225232,7
72,1992,3,0,3761.3970064,10
73,1992,2,1,686.38631504,11
73,1992,0,0,15558.089808,11
73,1992,2,1,15786.885246,10
73,1992,2,1,14504.486814,10
73,1992,0,0,12806.824661,9
73,1992,0,1,10295.794726,9
73,1992,0,0,0,9
73,1992,0,1,68981.824661,7
73,1992,0,0,5326.3578047,0
73,1992,2,0,0,7
73,1992,1,1,8945.9016393,11
73,1992,0,0,3679.0306486,11
73,1992,0,1,10295.794726,11
73,1992,0,1,12583.749109,9
73,1992,1,1,21660.064148,7
73,1992,2,1,6863.8631504,10
73,1992,0,0,13746.029936,9
73,1992,2,1,1944.7612259,11
73,1992,1,1,8923.0220955,9
73,1992,1,1,47274.857448,10
73,1992,0,0,0,11
74,1992,1,0,2168.9807555,10
74,1992,0,1,9621.9921597,9
74,1992,1,1,7138.4176764,9
74,1992,2,1,39610.210264,7
74,1992,3,1,7092.6585887,7
74,1992,0,1,10181.397006,7
74,1992,1,1,3713.3499644,10
74,1992,5,0,3898.6742694,7
74,1992,0,1,2839.3513899,9
74,1992,2,1,15153.121882,7
74,1992,0,1,15100.498931,7
74,1992,0,1,17159.657876,10
74,1992,1,1,11119.458304,7
74,1992,2,1,8973.3570919,7
74,1992,2,1,5719.8859587,9
74,1992,2,0,2525.9016393,7
74,1992,1,1,12587.181041,11
74,1992,1,0,2059.1589451,9
74,1992,0,0,37700.912331,10
74,1992,4,1,5385.8446187,9
74,1992,0,0,44199.846757,7
74,1992,3,1,13730.014255,10
74,1992,3,1,6413.1361368,10
74,1992,0,0,44199.846757,7
74,1992,2,1,2505.3100499,7
74,1992,0,0,49042.30221,11
74,1992,6,1,19310.334996,9
74,1992,0,1,40954.383464,10
74,1992,1,1,47058.645759,11
74,1992,4,0,0,11
74,1992,1,0,11915.666429,3
74,1992,1,1,38160.791162,3
74,1992,0,1,23489.283678,7
74,1992,0,0,0,9
74,1992,2,1,2287.9543835,9
74,1992,0,0,32420.313614,3
74,1992,3,1,15901.282965,0
74,1992,1,0,11119.458304,7
74,1992,0,1,12814.832502,10
74,1992,0,1,11448.923735,9
74,1992,2,1,2489.2943692,11
74,1992,0,1,10076.151105,11
74,1992,2,0,9564.7933001,11
74,1992,1,0,2287.9543835,7
74,1992,2,1,3669.8788311,7
74,1992,0,1,34325.035638,11
74,1992,1,1,2697.4982181,9
74,1992,1,0,27533.243051,11
74,1992,0,0,31110.459729,3
74,1992,1,1,8373.9130435,10
74,1992,2,0,2525.9016393,11
74,1992,0,0,11561.0335,11
74,1992,1,1,6718.578047,10
74,1992,1,0,6983.9807555,11
74,1992,2,1,12095.270848,9
74,1992,0,0,366.07270135,3
74,1992,0,0,0,3
74,1992,0,0,44199.846757,7
74,1992,6,0,4228.1397006,10
74,1992,0,1,4003.9201711,0
74,1992,1,1,11096.57876,7
74,1992,1,0,12908.638632,7
74,1992,1,0,3679.0306486,11
74,1992,2,0,71141.653599,9
74,1992,1,0,2059.1589451,9
74,1992,0,0,2528.1895937,7
74,1992,0,0,0,3
74,1992,2,1,12972.701354,7
74,1992,2,0,0,11
74,1992,0,1,20820.38489,10
74,1992,2,1,12595.188881,7
74,1992,1,1,26692.419815,3
74,1992,1,0,32472.936565,7
74,1992,1,0,19026.628653,11
74,1992,0,1,3889.5224519,9
74,1992,4,1,12377.833215,9
74,1992,4,0,21813.357092,3
74,1992,0,1,30887.384177,7
74,1992,0,1,1921.8816821,10
74,1992,0,0,4708.6101212,7
74,1992,0,0,3326.6856736,7
74,1992,0,0,23611.689237,7
74,1992,2,1,1720.5416964,11
74,1992,0,0,0,9
74,1992,3,1,34662.508909,7
74,1992,3,1,9099.194583,11
74,1992,4,0,1944.7612259,7
74,1992,0,1,25533.570919,11
74,1992,0,0,14251.667855,0
74,1992,4,0,3377.02067,11
74,1992,0,1,40954.383464,11
74,1992,0,1,5857.1632217,11
74,1992,3,0,3033.8275125,7
74,1992,1,0,16759.265859,10
74,1992,0,1,8007.8403421,7
74,1992,0,0,14299.714897,11
74,1992,0,1,50906.985032,11
74,1992,0,1,16038.560228,3
74,1992,0,1,5719.8859587,9
74,1992,2,0,0,9
74,1992,1,1,30475.552388,10
74,1992,3,0,28387.794013,7
74,1992,0,1,8007.8403421,11
74,1992,2,0,2397.7761939,9
74,1992,2,0,4541.5894512,9
74,1992,3,0,3712.2059872,10
74,1992,2,0,0,7
74,1992,0,1,11426.044191,11
74,1992,4,0,562.83677833,3
74,1992,1,1,11150.345688,7
74,1992,1,1,8465.4312188,10
74,1992,4,0,0,7
74,1992,2,0,5408.7241625,7
74,1992,0,0,3981.0406272,0
74,1992,0,1,19327.494654,10
74,1992,0,0,0,9
74,1992,0,1,10295.794726,7
74,1992,3,1,5216.5359943,11
74,1992,0,0,19759.918033,11
74,1992,1,0,0,10
74,1992,3,0,1015.8517463,10
74,1992,0,1,800.78403421,11
74,1992,0,1,10295.794726,11
74,1992,0,1,11688.014968,3
74,1992,1,1,14871.703493,3
74,1992,0,1,17148.218104,9
74,1992,2,1,8007.8403421,11
74,1992,2,1,25510.691376,11
74,1992,0,0,5957.8332145,9
74,1992,0,0,1029.5794726,9
74,1992,1,1,14871.703493,3
74,1992,2,0,2525.9016393,10
74,1992,1,1,9209.0163934,9
74,1992,2,1,33175.33856,10
74,1992,0,1,14070.919458,7
74,1992,0,0,11439.771917,10
74,1992,0,0,44199.846757,7
74,1992,2,0,8483.7348539,7
74,1992,0,1,56673.774056,11
74,1992,1,0,2525.9016393,11
74,1992,0,1,3431.9315752,7
74,1992,3,0,3033.8275125,7
74,1992,0,0,5497.9543835,11
74,1992,4,0,15022.708482,10
81,1992,0,1,16244.476123,10
81,1992,0,0,14002.280827,11
81,1992,0,1,23273.071989,11
81,1992,4,0,6452.0313614,10
81,1992,3,1,9495.0106914,10
81,1992,4,0,9362.3093371,11
81,1992,0,1,10466.247327,3
81,1992,2,1,14313.442623,10
81,1992,3,0,10318.674269,0
81,1992,2,1,5628.3677833,11
81,1992,2,0,17618.39273,11
81,1992,0,1,14002.280827,7
81,1992,1,0,2059.1589451,9
82,1992,2,0,3674.4547398,10
82,1992,0,1,8408.2323592,10
82,1992,4,1,5719.8859587,7
82,1992,0,1,14871.703493,11
82,1992,2,1,3743.0933713,11
82,1992,2,1,31015.509622,9
82,1992,2,1,11380.285103,9
82,1992,1,1,10579.501069,10
82,1992,1,0,8916.1582324,9
82,1992,0,0,41411.974341,9
82,1992,0,1,972.38061297,9
82,1992,2,1,13748.31789,7
82,1992,0,1,65368.000713,7
82,1992,2,0,4523.2858161,9
82,1992,1,1,9781.0049893,9
82,1992,0,0,13601.88881,10
83,1992,0,0,10048.695652,7
83,1992,4,1,6500.0784034,10
83,1992,2,0,2974.3406985,11
83,1992,0,0,5957.8332145,7
83,1992,0,1,11548.449751,10
83,1992,3,1,16244.476123,11
83,1992,0,0,4447.7833215,11
84,1992,3,1,23075.163934,9
84,1992,0,1,33891.468282,10
84,1992,0,0,3459.3870278,9
84,1992,0,1,17352.990021,9
84,1992,2,0,4003.9201711,11
84,1992,2,1,1029.5794726,11
84,1992,3,0,0,7
84,1992,1,1,19024.340699,11
84,1992,1,1,5147.8973628,11
84,1992,0,0,39485.51675,10
84,1992,2,0,4887.0705631,11
84,1992,0,1,31708.7598,11
84,1992,1,1,2853.0791162,7
84,1992,2,0,7152.1454027,11
84,1992,0,0,0,9
84,1992,0,1,114347.38418,10
