year,id,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,539,87,0,5,Lt High School,White,Female,Pacific,NA,Catholic,Widowed,NA,NA,Not Str Republican,3,Pretty Happy,NA,NA,Pisces,NA,0.4784967557452195,NA,Age 65+,Age 62+,5,0,Catholic,West,NA,NA
2016,540,28,0,4,Lt High School,Other,Male,Pacific,15,Catholic,Never Married,Lt High School,Lt High School,Not Str Republican,4,Pretty Happy,No Partners,Not Legal,Aquarius,NA,0.4784967557452195,Gt $25000,Age 18-35,Age 18-34,4,0,Catholic,West,0,NA
2016,541,47,0,7,High School,Black,Male,Pacific,13,Catholic,Never Married,Graduate,NA,Not Str Democrat,1,Pretty Happy,No Partners,Legal,Sagittarius,1,0.4784967557452195,Gt $20000,Age 45-55,Age 34-49,6+,0,Catholic,West,0,1
2016,542,58,2,4,Bachelor,White,Female,Pacific,NA,None,Married,NA,High School,Strong Democrat,3,Pretty Happy,1 Partner,Legal,NA,1,1.4354902672356584,NA,Age 55-65,Age 49-62,4,2,None,West,1,1
2016,543,32,3,2,High School,Black,Male,Pacific,25,Catholic,Married,High School,High School,Strong Democrat,4,Pretty Happy,"1 or More, # Unknown",Legal,Aries,1,0.956993511490439,Gt $150000,Age 18-35,Age 18-34,2,3,Catholic,West,NA,1
2016,544,47,1,4,Graduate,White,Female,Pacific,18,Other,Never Married,Graduate,Graduate,"Ind,near Dem",1,Pretty Happy,1 Partner,Legal,Leo,1,0.7821816814876192,Gt $40000,Age 45-55,Age 34-49,4,1,Other,West,1,1
2016,545,27,0,2,Graduate,Black,Female,Pacific,13,Protestant,Never Married,Bachelor,Graduate,"Ind,near Dem",2,Not Too Happy,1 Partner,Legal,Aquarius,1,1.5643633629752385,Gt $20000,Age 18-35,Age 18-34,2,0,Protestant,West,1,1
2016,546,57,2,4,Bachelor,White,Female,Pacific,10,Catholic,Widowed,Bachelor,High School,Not Str Democrat,3,Pretty Happy,No Partners,Legal,Capricorn,1,0.7821816814876192,Gt $10000,Age 55-65,Age 49-62,4,2,Catholic,West,0,1
2016,547,32,3,2,High School,Black,Female,Pacific,20,Protestant,Never Married,NA,High School,Not Str Democrat,3,Pretty Happy,1 Partner,Legal,Aries,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,2,3,Protestant,West,1,1
2016,548,24,0,2,High School,White,Male,Pacific,24,Catholic,Never Married,Lt High School,Lt High School,Independent,4,Pretty Happy,NA,NA,Virgo,NA,3.128726725950477,Gt $130000,Age 18-35,Age 18-34,2,0,Catholic,West,NA,NA
2016,549,81,2,6,Lt High School,White,Female,Pacific,1,Catholic,Separated,Lt High School,Lt High School,"Ind,near Dem",6,Not Too Happy,NA,Not Legal,Libra,1,0.7821816814876192,Gt $0,Age 65+,Age 62+,6+,2,Catholic,West,NA,1
2016,550,19,0,2,High School,Other,Female,Pacific,15,None,Never Married,Bachelor,Bachelor,"Ind,near Dem",4,Not Too Happy,No Partners,Legal,Taurus,NA,1.913987022980878,Gt $25000,Age 18-35,Age 18-34,2,0,None,West,0,NA
2016,551,44,3,4,High School,Other,Female,Pacific,15,Catholic,Divorced,Lt High School,Lt High School,Other Party,4,Not Too Happy,1 Partner,Not Legal,Libra,1,2.870980534471317,Gt $25000,Age 35-45,Age 34-49,4,3,Catholic,West,1,1
2016,552,41,2,1,Lt High School,White,Male,Pacific,2,None,Never Married,NA,High School,Not Str Democrat,4,Not Too Happy,2 Partners,Legal,Leo,NA,1.4354902672356584,Gt $0,Age 35-45,Age 34-49,1,2,None,West,2,NA
2016,553,67,2,12,High School,Black,Male,Pacific,18,Protestant,Married,NA,Lt High School,Not Str Democrat,3,Not Too Happy,1 Partner,Not Legal,Aries,1,1.5643633629752385,Gt $40000,Age 65+,Age 62+,6+,2,Protestant,West,1,1
2016,554,36,0,1,Junior College,Black,Male,Pacific,20,None,Never Married,Junior College,Bachelor,Other Party,4,Pretty Happy,No Partners,Not Legal,Scorpio,NA,0.7821816814876192,Gt $60000,Age 35-45,Age 34-49,1,0,None,West,0,NA
2016,555,33,0,2,Graduate,Other,Male,Pacific,24,Hinduism,Never Married,Graduate,Graduate,Not Str Democrat,3,Pretty Happy,No Partners,Not Legal,Virgo,NA,0.7821816814876192,Gt $130000,Age 18-35,Age 18-34,2,0,Other,West,0,NA
2016,556,48,1,1,High School,Other,Male,Pacific,20,Protestant,Married,Lt High School,High School,Not Str Republican,6,Pretty Happy,NA,NA,Leo,2,0.956993511490439,Gt $60000,Age 45-55,Age 34-49,1,1,Protestant,West,NA,0
2016,557,47,1,7,High School,Other,Female,Pacific,23,Catholic,Separated,NA,Lt High School,"Ind,near Rep",4,Pretty Happy,NA,NA,Aries,NA,0.4784967557452195,Gt $110000,Age 45-55,Age 34-49,6+,1,Catholic,West,NA,NA
2016,558,72,2,2,High School,White,Female,Pacific,22,Catholic,Widowed,High School,High School,"Ind,near Dem",4,Not Too Happy,NA,NA,Aries,1,0.7821816814876192,Gt $90000,Age 65+,Age 62+,2,2,Catholic,West,NA,1
2016,559,60,0,3,Graduate,White,Female,Pacific,24,None,Married,High School,High School,Not Str Democrat,3,Pretty Happy,1 Partner,Legal,Leo,1,1.5643633629752385,Gt $130000,Age 55-65,Age 49-62,3,0,None,West,1,1
2016,560,89,2,10,Lt High School,White,Female,Pacific,NA,Protestant,Widowed,Lt High School,Lt High School,Not Str Democrat,NA,Pretty Happy,NA,NA,Virgo,NA,0.4784967557452195,NA,Age 65+,Age 62+,6+,2,Protestant,West,NA,NA
2016,561,45,4,11,Lt High School,Other,Female,Pacific,7,Catholic,Married,Lt High School,Lt High School,Not Str Republican,6,Pretty Happy,1 Partner,Not Legal,Capricorn,NA,1.4354902672356584,Gt $0,Age 35-45,Age 34-49,6+,4+,Catholic,West,1,NA
2016,562,70,2,1,Graduate,White,Female,Pacific,NA,Catholic,Widowed,High School,High School,Strong Democrat,2,Not Too Happy,1 Partner,Not Legal,Leo,1,0.4784967557452195,NA,Age 65+,Age 62+,1,2,Catholic,West,1,1
2016,563,79,4,3,High School,Other,Female,Pacific,NA,Catholic,Married,High School,Lt High School,Not Str Democrat,NA,Very Happy,NA,NA,Libra,1,0.956993511490439,NA,Age 65+,Age 62+,3,4+,Catholic,West,NA,1
2016,564,37,4,3,High School,White,Female,W. Sou. Central,17,Protestant,Never Married,NA,High School,"Ind,near Dem",4,Not Too Happy,NA,Legal,Cancer,NA,0.956993511490439,Gt $35000,Age 35-45,Age 34-49,3,4+,Protestant,South,NA,NA
2016,565,39,2,2,Bachelor,White,Female,W. Sou. Central,20,Protestant,Married,Graduate,Bachelor,Strong Republican,3,Very Happy,2 Partners,Legal,Leo,1,1.5643633629752385,Gt $60000,Age 35-45,Age 34-49,2,2,Protestant,South,2,1
2016,566,57,6,1,High School,White,Female,W. Sou. Central,18,Protestant,Married,High School,High School,Not Str Democrat,5,Pretty Happy,NA,NA,Taurus,NA,2.3465450444628577,Gt $40000,Age 55-65,Age 49-62,1,4+,Protestant,South,NA,NA
2016,567,55,2,8,High School,Black,Female,W. Sou. Central,20,Protestant,Separated,NA,Junior College,Not Str Democrat,1,Very Happy,1 Partner,Legal,Scorpio,NA,1.5643633629752385,Gt $60000,Age 45-55,Age 49-62,6+,2,Protestant,South,1,NA
2016,568,28,1,4,High School,White,Male,W. Sou. Central,19,None,Divorced,Bachelor,NA,Independent,4,Very Happy,NA,NA,Aquarius,NA,1.4354902672356584,Gt $50000,Age 18-35,Age 18-34,4,1,None,South,NA,NA
2016,569,58,0,5,High School,White,Male,W. Sou. Central,20,None,Divorced,High School,Lt High School,Strong Republican,6,Pretty Happy,5-10 Partners,Legal,Virgo,NA,0.7821816814876192,Gt $60000,Age 55-65,Age 49-62,5,0,None,South,4+,NA
2016,570,64,4,3,Lt High School,White,Female,W. Sou. Central,18,Protestant,Married,NA,NA,Independent,4,Pretty Happy,1 Partner,Legal,Libra,NA,2.3465450444628577,Gt $40000,Age 55-65,Age 62+,3,4+,Protestant,South,1,NA
2016,571,32,0,3,Bachelor,White,Male,W. Sou. Central,18,Protestant,Divorced,Graduate,Bachelor,Independent,3,Not Too Happy,1 Partner,Legal,Leo,NA,1.4354902672356584,Gt $40000,Age 18-35,Age 18-34,3,0,Protestant,South,1,NA
2016,572,63,1,1,Bachelor,White,Male,W. Sou. Central,22,Protestant,Married,Bachelor,Bachelor,Strong Republican,6,Very Happy,NA,NA,Sagittarius,2,1.4354902672356584,Gt $90000,Age 55-65,Age 62+,1,1,Protestant,South,NA,0
2016,573,47,2,4,Bachelor,Black,Female,W. Sou. Central,21,Protestant,Divorced,High School,Bachelor,Strong Democrat,3,Pretty Happy,NA,NA,Cancer,1,1.4354902672356584,Gt $75000,Age 45-55,Age 34-49,4,2,Protestant,South,NA,1
2016,574,40,3,2,High School,Black,Female,W. Sou. Central,6,Protestant,Separated,High School,Junior College,Independent,4,Not Too Happy,2 Partners,Not Legal,Taurus,5,0.956993511490439,Gt $0,Age 35-45,Age 34-49,2,3,Protestant,South,2,0
2016,575,38,2,4,High School,White,Male,W. Sou. Central,22,Catholic,Separated,High School,Junior College,Strong Democrat,3,Not Too Happy,2 Partners,Legal,Sagittarius,1,1.5643633629752385,Gt $90000,Age 35-45,Age 34-49,4,2,Catholic,South,2,1
2016,576,63,2,7,Bachelor,White,Female,W. Sou. Central,22,Protestant,Married,NA,Lt High School,Strong Republican,6,Pretty Happy,1 Partner,Not Legal,Sagittarius,2,0.956993511490439,Gt $90000,Age 55-65,Age 62+,6+,2,Protestant,South,1,0
2016,577,49,1,3,Graduate,Other,Female,W. Sou. Central,25,Inter-Nondenominational,Married,Bachelor,Bachelor,Strong Republican,6,Pretty Happy,NA,Not Legal,NA,3,0.956993511490439,Gt $150000,Age 45-55,Age 34-49,3,1,Other,South,NA,0
2016,578,74,3,2,High School,White,Female,W. Sou. Central,11,Protestant,Widowed,High School,High School,Not Str Republican,5,Not Too Happy,NA,Legal,Libra,2,1.5643633629752385,Gt $15000,Age 65+,Age 62+,2,3,Protestant,South,NA,0
2016,579,66,6,14,High School,Black,Female,W. Sou. Central,14,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,5,Very Happy,No Partners,Not Legal,Leo,NA,0.4784967557452195,Gt $20000,Age 65+,Age 62+,6+,4+,Protestant,South,0,NA
2016,580,34,2,2,Bachelor,White,Male,W. Sou. Central,20,None,Divorced,Graduate,Lt High School,Independent,4,Very Happy,NA,NA,Libra,3,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,2,2,None,South,NA,0
2016,581,42,0,0,High School,White,Male,W. Sou. Central,21,Protestant,Married,Lt High School,High School,Strong Republican,4,Pretty Happy,NA,Legal,Aquarius,2,1.4354902672356584,Gt $75000,Age 35-45,Age 34-49,0,0,Protestant,South,NA,0
2016,582,66,2,4,Lt High School,White,Male,W. Sou. Central,20,Protestant,Widowed,NA,Lt High School,"Ind,near Rep",3,Pretty Happy,NA,Legal,Gemini,NA,0.956993511490439,Gt $60000,Age 65+,Age 62+,4,2,Protestant,South,NA,NA
2016,583,46,3,4,Lt High School,Black,Female,W. Sou. Central,17,Protestant,Widowed,NA,Lt High School,Independent,1,Pretty Happy,NA,NA,Sagittarius,1,0.956993511490439,Gt $35000,Age 45-55,Age 34-49,4,3,Protestant,South,NA,1
2016,584,51,6,11,High School,Black,Male,W. Sou. Central,1,Protestant,Divorced,High School,High School,Not Str Democrat,4,Not Too Happy,NA,NA,Taurus,NA,0.956993511490439,Gt $0,Age 45-55,Age 49-62,6+,4+,Protestant,South,NA,NA
2016,585,20,0,5,High School,White,Female,W. Sou. Central,21,Other,Never Married,Lt High School,Lt High School,"Ind,near Dem",2,Pretty Happy,1 Partner,Legal,Cancer,NA,1.913987022980878,Gt $75000,Age 18-35,Age 18-34,5,0,Other,South,1,NA
2016,586,54,0,2,Lt High School,White,Female,W. Sou. Central,18,Protestant,Never Married,High School,High School,"Ind,near Dem",1,Pretty Happy,NA,Legal,Sagittarius,NA,0.956993511490439,Gt $40000,Age 45-55,Age 49-62,2,0,Protestant,South,NA,NA
2016,587,55,1,0,High School,Black,Male,W. Sou. Central,3,Protestant,Never Married,High School,High School,Strong Democrat,2,Pretty Happy,NA,Not Legal,Cancer,1,0.4784967557452195,Gt $0,Age 45-55,Age 49-62,0,1,Protestant,South,NA,1
2016,588,58,2,13,High School,Black,Male,W. Sou. Central,17,Protestant,Never Married,High School,Lt High School,Not Str Republican,4,Not Too Happy,NA,Legal,Virgo,NA,0.956993511490439,Gt $35000,Age 55-65,Age 49-62,6+,2,Protestant,South,NA,NA
2016,589,53,0,9,High School,White,Male,W. Sou. Central,21,Protestant,Married,NA,High School,Independent,4,Not Too Happy,NA,NA,Cancer,NA,1.4354902672356584,Gt $75000,Age 45-55,Age 49-62,6+,0,Protestant,South,NA,NA
2016,590,36,1,4,Bachelor,White,Male,W. Sou. Central,22,Catholic,Divorced,Bachelor,Bachelor,Not Str Republican,6,Pretty Happy,NA,NA,Leo,NA,0.4784967557452195,Gt $90000,Age 35-45,Age 34-49,4,1,Catholic,South,NA,NA
2016,591,76,3,2,Bachelor,White,Male,W. Sou. Central,8,Protestant,Widowed,Lt High School,Lt High School,Not Str Republican,6,Very Happy,NA,NA,Aries,2,0.4784967557452195,Gt $0,Age 65+,Age 62+,2,3,Protestant,South,NA,0
2016,592,33,3,4,Junior College,White,Female,W. Sou. Central,21,Christian,Married,NA,Bachelor,Independent,4,Pretty Happy,1 Partner,Legal,Libra,3,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,4,3,Other,South,1,0
2016,593,69,3,0,Graduate,White,Female,W. Sou. Central,15,Protestant,Divorced,NA,NA,Strong Republican,6,Pretty Happy,NA,NA,Aries,2,0.4784967557452195,Gt $25000,Age 65+,Age 62+,0,3,Protestant,South,NA,0
2016,594,32,0,3,High School,White,Male,W. Sou. Central,25,Protestant,Never Married,High School,Junior College,Strong Republican,6,Very Happy,NA,NA,Aquarius,2,0.956993511490439,Gt $150000,Age 18-35,Age 18-34,3,0,Protestant,South,NA,0
2016,595,48,2,1,High School,White,Female,W. Sou. Central,21,None,Married,Bachelor,Lt High School,Not Str Republican,5,Pretty Happy,1 Partner,Legal,Scorpio,NA,1.913987022980878,Gt $75000,Age 45-55,Age 34-49,1,2,None,South,1,NA
2016,596,72,4,1,Graduate,White,Female,W. Sou. Central,21,Catholic,Widowed,NA,Junior College,Not Str Republican,6,Pretty Happy,No Partners,Not Legal,Virgo,2,0.4784967557452195,Gt $75000,Age 65+,Age 62+,1,4+,Catholic,South,0,0
2016,597,66,1,1,High School,White,Female,W. Sou. Central,20,Protestant,Widowed,Lt High School,High School,Not Str Republican,4,Very Happy,No Partners,Not Legal,Aries,2,0.4784967557452195,Gt $60000,Age 65+,Age 62+,1,1,Protestant,South,0,0
2016,598,85,1,1,High School,White,Female,W. Sou. Central,NA,Protestant,Widowed,Lt High School,Lt High School,Strong Republican,7,Pretty Happy,NA,NA,Cancer,NA,0.4784967557452195,NA,Age 65+,Age 62+,1,1,Protestant,South,NA,NA
2016,599,68,2,3,High School,White,Female,W. Sou. Central,19,Protestant,Divorced,High School,High School,Not Str Republican,5,Very Happy,NA,NA,Capricorn,2,0.4784967557452195,Gt $50000,Age 65+,Age 62+,3,2,Protestant,South,NA,0
2016,600,53,2,2,Graduate,White,Male,W. Sou. Central,25,Protestant,Married,High School,Graduate,Strong Republican,6,Pretty Happy,1 Partner,Not Legal,Aries,2,2.3924837787260973,Gt $150000,Age 45-55,Age 49-62,2,2,Protestant,South,1,0
2016,601,75,3,2,Junior College,White,Female,W. Sou. Central,NA,Protestant,Widowed,Lt High School,Junior College,Not Str Republican,6,Pretty Happy,NA,Not Legal,Aries,2,0.4784967557452195,NA,Age 65+,Age 62+,2,3,Protestant,South,NA,0
2016,602,25,1,2,High School,White,Female,W. Sou. Central,20,Protestant,Never Married,NA,High School,"Ind,near Rep",6,Pretty Happy,NA,Legal,Cancer,NA,1.5643633629752385,Gt $60000,Age 18-35,Age 18-34,2,1,Protestant,South,NA,NA
2016,603,52,3,5,High School,White,Male,W. Sou. Central,24,Catholic,Married,High School,High School,Strong Republican,6,Pretty Happy,NA,NA,Aquarius,NA,0.956993511490439,Gt $130000,Age 45-55,Age 49-62,5,3,Catholic,South,NA,NA
2016,604,80,4,6,High School,White,Female,W. Sou. Central,14,Protestant,Widowed,Lt High School,High School,Strong Democrat,4,Not Too Happy,NA,NA,Scorpio,1,0.4784967557452195,Gt $20000,Age 65+,Age 62+,6+,4+,Protestant,South,NA,1
2016,605,67,2,2,High School,White,Male,W. Sou. Central,3,Protestant,Married,Lt High School,NA,Strong Republican,6,Very Happy,NA,Legal,Libra,2,1.5643633629752385,Gt $0,Age 65+,Age 62+,2,2,Protestant,South,NA,0
2016,606,21,1,1,High School,White,Female,W. Sou. Central,7,None,Never Married,High School,High School,Independent,4,Very Happy,NA,Not Legal,NA,2,1.4354902672356584,Gt $0,Age 18-35,Age 18-34,1,1,None,South,NA,0
2016,607,31,4,8,High School,Black,Female,W. Sou. Central,19,None,Never Married,High School,Lt High School,Not Str Democrat,4,Pretty Happy,NA,NA,Taurus,1,0.7821816814876192,Gt $50000,Age 18-35,Age 18-34,6+,4+,None,South,NA,1
2016,608,69,2,4,Junior College,White,Male,W. Sou. Central,16,Protestant,Divorced,High School,High School,"Ind,near Dem",7,Pretty Happy,1 Partner,Not Legal,Libra,2,0.956993511490439,Gt $30000,Age 65+,Age 62+,4,2,Protestant,South,1,0
2016,609,47,2,2,Graduate,Black,Female,W. Sou. Central,26,Protestant,Married,High School,High School,Strong Democrat,6,Pretty Happy,NA,NA,NA,1,1.5643633629752385,Gt $170000,Age 45-55,Age 34-49,2,2,Protestant,South,NA,1
2016,610,34,0,4,Bachelor,Black,Male,W. Sou. Central,23,Protestant,Never Married,High School,NA,"Ind,near Dem",4,Pretty Happy,NA,Not Legal,Gemini,1,0.956993511490439,Gt $110000,Age 18-35,Age 18-34,4,0,Protestant,South,NA,1
2016,611,33,4,8,High School,White,Female,W. Sou. Central,NA,Protestant,Married,NA,High School,Independent,NA,Very Happy,NA,NA,NA,NA,0.956993511490439,NA,Age 18-35,Age 18-34,6+,4+,Protestant,South,NA,NA
2016,612,53,1,6,Lt High School,Black,Female,W. Sou. Central,9,Protestant,Separated,Lt High School,Lt High School,Strong Democrat,4,Very Happy,NA,NA,Cancer,1,0.7821816814876192,Gt $10000,Age 45-55,Age 49-62,6+,1,Protestant,South,NA,1
2016,613,47,1,10,High School,Black,Female,W. Sou. Central,6,Protestant,Never Married,NA,High School,Not Str Democrat,5,Pretty Happy,1 Partner,Not Legal,Leo,1,0.4784967557452195,Gt $0,Age 45-55,Age 34-49,6+,1,Protestant,South,1,1
2016,614,57,1,2,High School,White,Male,W. Sou. Central,22,Protestant,Married,High School,High School,Not Str Democrat,3,Not Too Happy,1 Partner,Legal,Gemini,NA,0.4784967557452195,Gt $90000,Age 55-65,Age 49-62,2,1,Protestant,South,1,NA
2016,615,58,0,2,Graduate,White,Female,W. Sou. Central,26,Protestant,Married,Graduate,Graduate,Independent,4,Very Happy,NA,NA,Scorpio,NA,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,2,0,Protestant,South,NA,NA
2016,616,55,3,6,Junior College,White,Female,W. Sou. Central,24,Protestant,Married,NA,Junior College,Strong Republican,7,Very Happy,NA,NA,Scorpio,2,0.956993511490439,Gt $130000,Age 45-55,Age 49-62,6+,3,Protestant,South,NA,0
2016,617,65,1,8,High School,White,Female,W. Sou. Central,21,Catholic,Married,NA,Lt High School,Not Str Democrat,4,Very Happy,NA,Not Legal,Taurus,1,0.956993511490439,Gt $75000,Age 55-65,Age 62+,6+,1,Catholic,South,NA,1
2016,618,62,0,5,Graduate,Black,Female,W. Sou. Central,22,Protestant,Divorced,High School,High School,Not Str Democrat,6,Pretty Happy,NA,NA,Aries,1,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,5,0,Protestant,South,NA,1
2016,619,26,1,2,High School,White,Female,W. Sou. Central,19,Catholic,Married,Lt High School,High School,Not Str Republican,4,Pretty Happy,1 Partner,NA,Leo,NA,1.5643633629752385,Gt $50000,Age 18-35,Age 18-34,2,1,Catholic,South,1,NA
2016,620,31,1,3,Bachelor,White,Female,W. Sou. Central,22,Catholic,Married,NA,Lt High School,"Ind,near Dem",4,Pretty Happy,1 Partner,Not Legal,Capricorn,1,0.956993511490439,Gt $90000,Age 18-35,Age 18-34,3,1,Catholic,South,1,1
2016,621,44,NA,4,Lt High School,Other,Male,W. Sou. Central,NA,Protestant,Married,High School,High School,Independent,6,Pretty Happy,1 Partner,Not Legal,NA,NA,1.5643633629752385,NA,Age 35-45,Age 34-49,4,NA,Protestant,South,1,NA
2016,622,68,1,3,Lt High School,Black,Female,W. Sou. Central,NA,Protestant,Married,NA,Lt High School,Strong Democrat,3,Very Happy,NA,Legal,Virgo,1,1.4354902672356584,NA,Age 65+,Age 62+,3,1,Protestant,South,NA,1
2016,623,73,1,4,Lt High School,White,Female,W. Sou. Central,NA,Jewish,Married,NA,Lt High School,Strong Republican,3,Not Too Happy,NA,NA,Gemini,1,0.956993511490439,NA,Age 65+,Age 62+,4,1,Jewish,South,NA,1
2016,624,57,2,11,High School,Black,Female,W. Sou. Central,16,Protestant,Widowed,NA,NA,Strong Democrat,3,Pretty Happy,NA,NA,Aries,1,0.956993511490439,Gt $30000,Age 55-65,Age 49-62,6+,2,Protestant,South,NA,1
2016,625,57,1,1,Bachelor,White,Female,South Atlantic,20,Protestant,Married,Lt High School,Lt High School,Not Str Democrat,4,Very Happy,1 Partner,Legal,Cancer,1,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,1,1,Protestant,South,1,1
2016,626,48,1,1,Bachelor,White,Female,South Atlantic,23,Protestant,Married,Graduate,Bachelor,Independent,5,Pretty Happy,1 Partner,Legal,Gemini,1,0.956993511490439,Gt $110000,Age 45-55,Age 34-49,1,1,Protestant,South,1,1
2016,627,58,3,5,Bachelor,White,Female,South Atlantic,24,Catholic,Married,High School,Lt High School,Not Str Republican,5,Pretty Happy,NA,NA,Cancer,2,2.3465450444628577,Gt $130000,Age 55-65,Age 49-62,5,3,Catholic,South,NA,0
2016,628,36,4,1,Graduate,White,Female,Middle Atlantic,26,Catholic,Married,Bachelor,Bachelor,Not Str Democrat,4,Pretty Happy,1 Partner,Legal,Capricorn,1,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,1,4+,Catholic,Northeast,1,1
2016,629,79,2,2,Graduate,White,Female,Middle Atlantic,16,Jewish,Divorced,Lt High School,Lt High School,Strong Democrat,1,Pretty Happy,NA,NA,Pisces,1,0.956993511490439,Gt $30000,Age 65+,Age 62+,2,2,Jewish,Northeast,NA,1
2016,630,55,1,2,Bachelor,White,Male,Middle Atlantic,NA,Other,Married,Graduate,Junior College,Independent,4,Not Too Happy,1 Partner,Legal,Capricorn,2,1.4354902672356584,NA,Age 45-55,Age 49-62,2,1,Other,Northeast,1,0
2016,631,19,0,0,Lt High School,Other,Male,Middle Atlantic,NA,Protestant,Never Married,High School,High School,Strong Republican,6,Pretty Happy,NA,NA,Sagittarius,NA,1.4354902672356584,NA,Age 18-35,Age 18-34,0,0,Protestant,Northeast,NA,NA
2016,632,54,3,3,High School,White,Female,Middle Atlantic,25,Protestant,Married,NA,High School,Independent,5,Pretty Happy,1 Partner,NA,Leo,1,1.4354902672356584,Gt $150000,Age 45-55,Age 49-62,3,3,Protestant,Northeast,1,1
2016,633,60,2,7,Bachelor,White,Male,Middle Atlantic,26,Catholic,Married,Bachelor,High School,Not Str Democrat,5,Pretty Happy,1 Partner,Not Legal,Capricorn,3,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,6+,2,Catholic,Northeast,1,0
2016,634,52,2,0,Junior College,Other,Female,Middle Atlantic,26,Christian,Married,NA,NA,Strong Republican,6,Very Happy,NA,NA,Aquarius,NA,0.7836501076731404,Gt $170000,Age 45-55,Age 49-62,0,2,Other,Northeast,NA,NA
2016,635,80,8,3,Junior College,White,Female,Middle Atlantic,18,Protestant,Widowed,Lt High School,Lt High School,Not Str Republican,5,Very Happy,NA,NA,Scorpio,2,1.4354902672356584,Gt $40000,Age 65+,Age 62+,3,4+,Protestant,Northeast,NA,0
2016,636,58,1,7,Bachelor,White,Male,Middle Atlantic,26,Catholic,Married,High School,High School,Strong Republican,6,Pretty Happy,1 Partner,Legal,Aries,2,1.5643633629752385,Gt $170000,Age 55-65,Age 49-62,6+,1,Catholic,Northeast,1,0
2016,637,69,4,2,High School,White,Female,Middle Atlantic,21,Protestant,Married,NA,NA,Strong Republican,4,Very Happy,1 Partner,Not Legal,Taurus,2,0.956993511490439,Gt $75000,Age 65+,Age 62+,2,4+,Protestant,Northeast,1,0
2016,638,49,3,4,Graduate,White,Female,Middle Atlantic,25,None,Married,Junior College,High School,Strong Democrat,2,Pretty Happy,NA,NA,Sagittarius,1,0.956993511490439,Gt $150000,Age 45-55,Age 34-49,4,3,None,Northeast,NA,1
2016,639,75,2,3,Bachelor,White,Male,Middle Atlantic,22,Catholic,Married,NA,High School,Independent,5,Very Happy,1 Partner,Legal,Pisces,3,1.913987022980878,Gt $90000,Age 65+,Age 62+,3,2,Catholic,Northeast,1,0
2016,640,67,2,2,High School,White,Female,Middle Atlantic,24,Catholic,Married,High School,High School,"Ind,near Rep",4,Pretty Happy,1 Partner,Legal,Cancer,NA,1.5643633629752385,Gt $130000,Age 65+,Age 62+,2,2,Catholic,Northeast,1,NA
2016,641,51,3,3,Graduate,White,Female,Middle Atlantic,25,None,Married,Bachelor,High School,Independent,4,Pretty Happy,1 Partner,Legal,Capricorn,1,1.5643633629752385,Gt $150000,Age 45-55,Age 49-62,3,3,None,Northeast,1,1
2016,642,57,2,2,Bachelor,White,Female,Middle Atlantic,24,Catholic,Married,High School,High School,Not Str Democrat,3,Very Happy,1 Partner,Not Legal,Aries,1,0.956993511490439,Gt $130000,Age 55-65,Age 49-62,2,2,Catholic,Northeast,1,1
2016,643,34,1,3,Bachelor,White,Male,Middle Atlantic,24,None,Married,NA,High School,Strong Republican,4,Pretty Happy,NA,NA,Capricorn,NA,0.956993511490439,Gt $130000,Age 18-35,Age 18-34,3,1,None,Northeast,NA,NA
2016,644,29,2,2,Bachelor,Other,Female,Middle Atlantic,NA,Hinduism,Married,High School,Lt High School,Not Str Democrat,3,Not Too Happy,NA,NA,Scorpio,NA,0.956993511490439,NA,Age 18-35,Age 18-34,2,2,Other,Northeast,NA,NA
2016,645,44,0,0,Lt High School,Other,Female,Middle Atlantic,7,None,Never Married,NA,NA,Independent,4,Pretty Happy,No Partners,Legal,Cancer,NA,0.4784967557452195,Gt $0,Age 35-45,Age 34-49,0,0,None,Northeast,0,NA
2016,646,49,0,0,High School,White,Female,Middle Atlantic,8,Catholic,Never Married,High School,High School,Not Str Democrat,4,Not Too Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,Gt $0,Age 45-55,Age 34-49,0,0,Catholic,Northeast,1,NA
2016,647,52,3,2,Graduate,Other,Female,Middle Atlantic,24,Protestant,Married,Junior College,Junior College,Not Str Democrat,4,Pretty Happy,1 Partner,NA,Aquarius,1,0.956993511490439,Gt $130000,Age 45-55,Age 49-62,2,3,Protestant,Northeast,1,1
2016,648,54,2,1,Graduate,Other,Male,Middle Atlantic,26,Protestant,Married,Bachelor,High School,Not Str Republican,6,Very Happy,NA,NA,Aquarius,2,1.5643633629752385,Gt $170000,Age 45-55,Age 49-62,1,2,Protestant,Northeast,NA,0
